Athletes_Name,NOC,Game_Discipline,Rank,Gold,Silver,Bronze,Total_Medal,Rank by Total,Female,Male,Ratio,Total_Participants,Country_Name,Couch_Name,START (PDT),END (PDT)
VARELA de PINA Daniel David,Cape Verde,Boxing,,,,,,,102,187,1.8333333333333333,289,,,2021-08-03 17:00:00,2021-08-03 20:25:00
VARELA David,Portugal,Canoe Sprint,56.0,1.0,1.0,2.0,4.0,47.0,123,126,1.024390243902439,249,,,2021-08-03 17:00:00,2021-08-03 18:50:00
VARELLA Dora,Brazil,Skateboarding,12.0,7.0,6.0,8.0,21.0,12.0,40,40,1.0,80,,,2021-08-03 17:00:00,2021-08-03 21:40:00
VARGA Adam,Hungary,Canoe Sprint,15.0,6.0,7.0,7.0,20.0,13.0,123,126,1.024390243902439,249,,,2021-08-03 17:00:00,2021-08-03 19:00:00
VARGA Denes,Hungary,Water Polo,15.0,6.0,7.0,7.0,20.0,13.0,122,146,1.1967213114754098,268,Hungary,MARCZ Tamas,2021-08-03 17:30:00,2021-08-03 20:40:00
VARGA Erik,Slovakia,Shooting,50.0,1.0,2.0,1.0,4.0,47.0,178,178,1.0,356,,,2021-08-03 17:30:00,2021-08-03 19:30:00
VARGA Roland,Canada,Canoe Sprint,11.0,7.0,6.0,11.0,24.0,11.0,123,126,1.024390243902439,249,,,2021-08-03 18:00:00,2021-08-03 20:00:00
VARGAS Andrea Carolina,Costa Rica,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-08-03 18:00:00,2021-08-03 21:00:00
VARGAS BARRIENTOS Maria Jose,Costa Rica,Cycling Road,,,,,,,70,131,1.8714285714285714,201,,,2021-08-03 18:30:00,2021-08-03 20:15:00
VARGAS Cesar,Mexico,Baseball/Softball,84.0,0.0,0.0,4.0,4.0,47.0,90,144,1.6,234,Mexico,MUNOZ Noe de Jesus,2021-08-03 19:00:00,2021-08-03 21:30:00
VARGAS LEY Mary Dee,Chile,Judo,,,,,,,192,201,1.046875,393,,,2021-08-03 20:00:00,2021-08-03 23:00:00
VARGAS Noelia,Costa Rica,Athletics,,,,,,,969,1072,1.106295149638803,2041,,,2021-08-03 21:00:00,2021-08-03 23:00:00
VARGAS VALDEZ Annerys Victoria,Dominican Republic,Volleyball,68.0,0.0,3.0,2.0,5.0,42.0,144,144,1.0,288,Dominican Rep.,KWIEK Marcos,2021-08-03 21:15:00,2021-08-03 23:15:00
VARILLAS Juan Pablo,Peru,Tennis,,,,,,,94,97,1.0319148936170213,191,,,2021-08-03 21:40:00,2021-08-03 23:40:00
VARINSKA Diana,Ukraine,Artistic Gymnastics,44.0,1.0,6.0,12.0,19.0,16.0,98,98,1.0,196,Ukraine,,2021-08-03 21:50:00,2021-08-04 00:00:00
VARLIK Ozgur,Turkey,Shooting,35.0,2.0,2.0,9.0,13.0,20.0,178,178,1.0,356,,,2021-08-03 22:00:00,2021-08-04 00:10:00
VAS Kata Blanka,Hungary,Cycling Mountain Bike,15.0,6.0,7.0,7.0,20.0,13.0,38,38,1.0,76,,,2021-08-03 22:00:00,2021-08-04 00:50:00
VASCONCELOS Joana,Portugal,Canoe Sprint,56.0,1.0,1.0,2.0,4.0,47.0,123,126,1.024390243902439,249,,,2021-08-03 22:30:00,2021-08-04 00:55:00
VASEY Sarah,Great Britain,Swimming,4.0,22.0,21.0,22.0,65.0,4.0,361,418,1.1578947368421053,779,Great Britain,,2021-08-03 22:30:00,2021-08-04 01:30:00
VASIC Mihailo,Serbia,3x3 Basketball,28.0,3.0,1.0,5.0,9.0,26.0,32,32,1.0,64,Serbia,,2021-08-03 23:00:00,2021-08-04 01:30:00
VASIC Milos,Serbia,Rowing,28.0,3.0,1.0,5.0,9.0,26.0,257,265,1.0311284046692606,522,,,2021-08-03 23:30:00,2021-08-04 03:00:00
VASIC Sonja,Serbia,Basketball,28.0,3.0,1.0,5.0,9.0,26.0,144,144,1.0,288,Serbia,MALJKOVIC Marina,2021-08-04 01:00:00,2021-08-04 03:00:00
VASILCHANKA Yury,Belarus,Athletics,45.0,1.0,3.0,3.0,7.0,33.0,969,1072,1.106295149638803,2041,Belarus,,2021-08-04 01:00:00,2021-08-04 06:40:00
VASILIOU Irini,Greece,Athletics,36.0,2.0,1.0,1.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-08-04 01:00:00,2021-08-04 03:00:00
VASILOPOULOU Georgia,Greece,Artistic Swimming,36.0,2.0,1.0,1.0,4.0,47.0,105,0,0.0,105,Greece,TARRES CAMPA Ana,2021-08-04 01:20:00,2021-08-04 03:20:00
VASQUEZ JORGE Ignacio,Dominican Republic,Rowing,68.0,0.0,3.0,2.0,5.0,42.0,257,265,1.0311284046692606,522,,,2021-08-04 02:15:00,2021-08-04 06:00:00
VASQUEZ Johan,Mexico,Football,84.0,0.0,0.0,4.0,4.0,47.0,264,344,1.303030303030303,608,Mexico,LOZANO Jaime,2021-08-04 02:20:00,2021-08-04 05:10:00
VAUGHN Ashleigh,South Africa,Water Polo,52.0,1.0,2.0,0.0,3.0,60.0,122,146,1.1967213114754098,268,South Africa,MENTOOR Delaine,2021-08-04 02:30:00,2021-08-04 06:00:00
VAULET Juan Pablo,Argentina,Basketball,72.0,0.0,1.0,2.0,3.0,60.0,144,144,1.0,288,Argentina,HERNANDEZ Sergio,2021-08-04 03:00:00,2021-08-04 06:00:00
VAZAIOS Andreas,Greece,Swimming,36.0,2.0,1.0,1.0,4.0,47.0,361,418,1.1578947368421053,779,Greece,,2021-08-04 03:00:00,2021-08-04 05:40:00
VAZIRI TEYMOORLOOEI Milad,Islamic Republic of Iran,Archery,27.0,3.0,2.0,2.0,7.0,33.0,64,64,1.0,128,,,2021-08-04 03:00:00,2021-08-04 04:45:00
VAZQUEZ Ana,Mexico,Archery,84.0,0.0,0.0,4.0,4.0,47.0,64,64,1.0,128,Mexico,,2021-08-04 03:30:00,2021-08-04 05:00:00
VAZQUEZ MONTANO Aranza,Mexico,Diving,84.0,0.0,0.0,4.0,4.0,47.0,72,71,0.9861111111111112,143,,,2021-08-04 03:30:00,2021-08-04 06:30:00
VAZQUEZ Wesley,Puerto Rico,Athletics,63.0,1.0,0.0,0.0,1.0,77.0,969,1072,1.106295149638803,2041,,,2021-08-04 03:50:00,2021-08-04 06:00:00
VECCHI Irene,Italy,Fencing,10.0,10.0,10.0,20.0,40.0,7.0,107,108,1.0093457943925233,215,Italy,,2021-08-04 04:45:00,2021-08-04 06:45:00
VEDEKHINA Polina,ROC,Handball,5.0,20.0,28.0,23.0,71.0,3.0,168,168,1.0,336,ROC,ALEKSEEV Alexey,2021-08-04 05:00:00,2021-08-04 07:00:00
VEDENEEVA Ekaterina,Slovenia,Rhythmic Gymnastics,31.0,3.0,1.0,1.0,5.0,42.0,96,0,0.0,96,,,2021-08-04 05:00:00,2021-08-04 06:50:00
VEERAMANI Revathi,India,Athletics,48.0,1.0,2.0,4.0,7.0,33.0,969,1072,1.106295149638803,2041,India,,2021-08-04 05:30:00,2021-08-04 07:30:00
VEGA Alexis,Mexico,Football,84.0,0.0,0.0,4.0,4.0,47.0,264,344,1.303030303030303,608,Mexico,LOZANO Jaime,2021-08-04 15:00:00,2021-08-04 17:40:00
VEGA Demita,Mexico,Sailing,84.0,0.0,0.0,4.0,4.0,47.0,175,175,1.0,350,,,2021-08-04 15:30:00,2021-08-04 23:30:00
VEGA Jesus Tadeo,Mexico,Athletics,84.0,0.0,0.0,4.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-08-04 17:00:00,2021-08-04 23:05:00
VEGA Maria Paulina,Chile,Table Tennis,,,,,,,86,86,1.0,172,,,2021-08-04 17:00:00,2021-08-04 18:50:00
VEGA TORRES Luis Emigdio,Cuba,Swimming,14.0,7.0,3.0,5.0,15.0,18.0,361,418,1.1578947368421053,779,,,2021-08-04 17:00:00,2021-08-04 21:40:00
VEGAS Jhonattan,Venezuela,Golf,46.0,1.0,3.0,0.0,4.0,47.0,60,60,1.0,120,,,2021-08-04 17:30:00,2021-08-04 21:05:00
VEIGA Evelise,Portugal,Athletics,56.0,1.0,1.0,2.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-08-04 18:00:00,2021-08-04 19:30:00
VEITIA Lisneidy,Cuba,Athletics,14.0,7.0,3.0,5.0,15.0,18.0,969,1072,1.106295149638803,2041,Cuba,,2021-08-04 18:00:00,2021-08-04 22:45:00
VEITIA Yosbany,Cuba,Boxing,14.0,7.0,3.0,5.0,15.0,18.0,102,187,1.8333333333333333,289,,,2021-08-04 18:30:00,2021-08-04 20:15:00
VEKIC Donna,Croatia,Tennis,26.0,3.0,3.0,2.0,8.0,29.0,94,97,1.0319148936170213,191,,,2021-08-04 19:00:00,2021-08-04 22:00:00
VELAZCO Davisleydi,Cuba,Athletics,14.0,7.0,3.0,5.0,15.0,18.0,969,1072,1.106295149638803,2041,Cuba,,2021-08-04 19:00:00,2021-08-04 21:30:00
VELAZQUEZ ESCALANTE Armando Fernan.,Venezuela,Volleyball,46.0,1.0,3.0,0.0,4.0,47.0,144,144,1.0,288,Venezuela,VILLEGAS Orlando,2021-08-04 21:00:00,2021-08-05 03:30:00
VELAZQUEZ Hector,Mexico,Baseball/Softball,84.0,0.0,0.0,4.0,4.0,47.0,90,144,1.6,234,Mexico,MUNOZ Noe de Jesus,2021-08-04 21:00:00,2021-08-04 23:00:00
VELENSEK Anamari,Slovenia,Judo,31.0,3.0,1.0,1.0,5.0,42.0,192,201,1.046875,393,,,2021-08-04 21:15:00,2021-08-04 23:15:00
VELIEVA Khanum,ROC,Wrestling,5.0,20.0,28.0,23.0,71.0,3.0,96,193,2.0104166666666665,289,,,2021-08-04 22:00:00,2021-08-05 00:10:00
VELIKAYA Sofya,ROC,Fencing,5.0,20.0,28.0,23.0,71.0,3.0,107,108,1.0093457943925233,215,ROC,,2021-08-04 22:00:00,2021-08-05 00:50:00
VELOTTO Alessandro,Italy,Water Polo,10.0,10.0,10.0,20.0,40.0,7.0,122,146,1.1967213114754098,268,Italy,CAMPAGNA Alessandro,2021-08-04 23:00:00,2021-08-05 00:30:00
VELVERE Liga,Latvia,Athletics,59.0,1.0,0.0,1.0,2.0,66.0,969,1072,1.106295149638803,2041,,,2021-08-04 23:30:00,2021-08-05 02:50:00
VENANCIO Liliana,Angola,Handball,,,,,,,168,168,1.0,336,Angola,CRUZ Filipe,2021-08-05 00:30:00,2021-08-05 02:05:00
VENCKAUSKAITE Gintare,Lithuania,Modern Pentathlon,77.0,0.0,1.0,0.0,1.0,77.0,36,36,1.0,72,,,2021-08-05 01:00:00,2021-08-05 04:00:00
VENDRAME Leo,Japan,Basketball,3.0,27.0,14.0,17.0,58.0,5.0,144,144,1.0,288,Japan,MATSUNO Yoshiyuki,2021-08-05 01:00:00,2021-08-05 03:00:00
VENDY Sean,Great Britain,Badminton,4.0,22.0,21.0,22.0,65.0,4.0,86,87,1.0116279069767442,173,,,2021-08-05 01:00:00,2021-08-05 05:40:00
VENEGA CANCIO Milena,Cuba,Rowing,14.0,7.0,3.0,5.0,15.0,18.0,257,265,1.0311284046692606,522,,,2021-08-05 01:30:00,2021-08-05 06:20:00
VENIER Simone,Italy,Rowing,10.0,10.0,10.0,20.0,40.0,7.0,257,265,1.0311284046692606,522,,,2021-08-05 02:15:00,2021-08-05 06:00:00
VENISS Pedro,Brazil,Equestrian,12.0,7.0,6.0,8.0,21.0,12.0,73,125,1.7123287671232876,198,,,2021-08-05 02:20:00,2021-08-05 05:10:00
VENKATESAN Subha,India,Athletics,48.0,1.0,2.0,4.0,7.0,33.0,969,1072,1.106295149638803,2041,India,,2021-08-05 03:00:00,2021-08-05 05:45:00
VENNEKAMP Doreen,Germany,Shooting,9.0,10.0,11.0,16.0,37.0,8.0,178,178,1.0,356,,,2021-08-05 03:00:00,2021-08-05 06:00:00
VENONSKY Julian,United States of America,Rowing,1.0,39.0,41.0,33.0,113.0,1.0,257,265,1.0311284046692606,522,,,2021-08-05 03:00:00,2021-08-05 05:10:00
VENTURA Livia,Brazil,Handball,12.0,7.0,6.0,8.0,21.0,12.0,168,168,1.0,336,Brazil,DUENAS de GALARZA Jorge,2021-08-05 03:30:00,2021-08-05 06:40:00
VENYERCSAN Bence,Hungary,Athletics,15.0,6.0,7.0,7.0,20.0,13.0,969,1072,1.106295149638803,2041,,,2021-08-05 04:00:00,2021-08-05 06:00:00
VERA Fausto,Argentina,Football,72.0,0.0,1.0,2.0,3.0,60.0,264,344,1.303030303030303,608,Argentina,BATISTA Fernando,2021-08-05 05:00:00,2021-08-05 06:50:00
VERBRUGGEN Hanne,Belgium,Athletics,29.0,3.0,1.0,3.0,7.0,33.0,969,1072,1.106295149638803,2041,Belgium,,2021-08-05 05:00:00,2021-08-05 07:00:00
VERDI Jose,Venezuela,Volleyball,46.0,1.0,3.0,0.0,4.0,47.0,144,144,1.0,288,Venezuela,VILLEGAS Orlando,2021-08-05 05:00:00,2021-08-05 07:00:00
VERDINO Claudia,Monaco,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-08-05 13:30:00,2021-08-05 18:00:00
VERDUGO OSUNA Yuli,Mexico,Cycling Track,84.0,0.0,0.0,4.0,4.0,47.0,90,99,1.1,189,Mexico,,2021-08-05 15:30:00,2021-08-05 23:30:00
VERGE-DEPRE Anouk,Switzerland,Beach Volleyball,24.0,3.0,4.0,6.0,13.0,20.0,48,48,1.0,96,Heidrich/Gerson,,2021-08-05 17:30:00,2021-08-05 19:40:00
VERGE-DEPRE Anouk,Switzerland,Beach Volleyball,24.0,3.0,4.0,6.0,13.0,20.0,48,48,1.0,96,Huberli/Betschart,,2021-08-05 18:00:00,2021-08-05 20:50:00
VERGE-DEPRE Anouk,Switzerland,Beach Volleyball,24.0,3.0,4.0,6.0,13.0,20.0,48,48,1.0,96,"Verge-Depre, A./Heidrich",,2021-08-05 18:00:00,2021-08-05 22:45:00
VERHAGEN Sanne,Netherlands,Judo,7.0,10.0,12.0,14.0,36.0,9.0,192,201,1.046875,393,,,2021-08-05 18:20:00,2021-08-05 21:15:00
VERIASOV Ivan,ROC,Boxing,5.0,20.0,28.0,23.0,71.0,3.0,102,187,1.8333333333333333,289,,,2021-08-05 18:30:00,2021-08-05 20:15:00
VERKEST Jutta,Belgium,Artistic Gymnastics,29.0,3.0,1.0,3.0,7.0,33.0,98,98,1.0,196,Belgium,,2021-08-05 19:00:00,2021-08-05 22:00:00
VERMA Abhishek,India,Shooting,48.0,1.0,2.0,4.0,7.0,33.0,178,178,1.0,356,,,2021-08-05 19:00:00,2021-08-05 22:00:00
VERNICE Agustin,Argentina,Canoe Sprint,72.0,0.0,1.0,2.0,3.0,60.0,123,126,1.024390243902439,249,,,2021-08-05 19:00:00,2021-08-05 21:30:00
VERNON Ethan,Great Britain,Cycling Track,4.0,22.0,21.0,22.0,65.0,4.0,90,99,1.1,189,Great Britain,,2021-08-05 21:00:00,2021-08-05 23:00:00
VERNON-EVANS Sharone,Canada,Volleyball,11.0,7.0,6.0,11.0,24.0,11.0,144,144,1.0,288,Canada,HOAG Glenn,2021-08-05 21:40:00,2021-08-05 23:40:00
VERON Francisco Daniel,Argentina,Boxing,72.0,0.0,1.0,2.0,3.0,60.0,102,187,1.8333333333333333,289,,,2021-08-05 22:00:00,2021-08-05 23:40:00
VERRASZTO David,Hungary,Swimming,15.0,6.0,7.0,7.0,20.0,13.0,361,418,1.1578947368421053,779,Hungary,,2021-08-05 22:00:00,2021-08-06 00:50:00
VERSCHOOR Maria,Netherlands,Hockey,7.0,10.0,12.0,14.0,36.0,9.0,192,192,1.0,384,Netherlands,ZIJP Simon,2021-08-05 22:30:00,2021-08-06 04:15:00
VERSLUIS Mechiel,Netherlands,Rowing,7.0,10.0,12.0,14.0,36.0,9.0,257,265,1.0311284046692606,522,,,2021-08-05 22:50:00,2021-08-06 01:45:00
VERSTRAETEN Jorre,Belgium,Judo,29.0,3.0,1.0,3.0,7.0,33.0,192,201,1.046875,393,,,2021-08-05 23:00:00,2021-08-06 01:30:00
VERVAET Imke,Belgium,Athletics,29.0,3.0,1.0,3.0,7.0,33.0,969,1072,1.106295149638803,2041,Belgium,,2021-08-05 23:30:00,2021-08-06 03:15:00
VERVOORT Thibaut,Belgium,3x3 Basketball,29.0,3.0,1.0,3.0,7.0,33.0,32,32,1.0,64,Belgium,,2021-08-06 00:30:00,2021-08-06 02:15:00
VERWIJLEN Bas,Netherlands,Fencing,7.0,10.0,12.0,14.0,36.0,9.0,107,108,1.0093457943925233,215,,,2021-08-06 01:00:00,2021-08-06 03:00:00
VESELY Jan,Czech Republic,Basketball,18.0,4.0,4.0,3.0,11.0,23.0,144,144,1.0,288,Czech Republic,MIREJOVSKY Michal,2021-08-06 01:00:00,2021-08-06 05:40:00
VESELY Vitezslav,Czech Republic,Athletics,18.0,4.0,4.0,3.0,11.0,23.0,969,1072,1.106295149638803,2041,Czech Republic,,2021-08-06 01:30:00,2021-08-06 06:20:00
VESNINA Elena,ROC,Tennis,5.0,20.0,28.0,23.0,71.0,3.0,94,97,1.0319148936170213,191,,,2021-08-06 02:15:00,2021-08-06 06:00:00
VETO Nomnikelo,South Africa,Hockey,52.0,1.0,2.0,0.0,3.0,60.0,192,192,1.0,384,South Africa,ZONDI Nkuliso,2021-08-06 02:20:00,2021-08-06 05:10:00
VETTER Anouk,Netherlands,Athletics,7.0,10.0,12.0,14.0,36.0,9.0,969,1072,1.106295149638803,2041,Netherlands,,2021-08-06 03:00:00,2021-08-06 06:05:00
VETTER Johannes,Germany,Athletics,9.0,10.0,11.0,16.0,37.0,8.0,969,1072,1.106295149638803,2041,Germany,,2021-08-06 03:00:00,2021-08-06 05:10:00
VETTORI Luca,Italy,Volleyball,10.0,10.0,10.0,20.0,40.0,7.0,144,144,1.0,288,Italy,MAZZANTI Davide,2021-08-06 03:30:00,2021-08-06 05:00:00
VEXMAN Karin,Israel,Rhythmic Gymnastics,39.0,2.0,0.0,2.0,4.0,47.0,96,0,0.0,96,Israel,,2021-08-06 03:30:00,2021-08-06 06:40:00
VEYRE Caroline,Canada,Boxing,11.0,7.0,6.0,11.0,24.0,11.0,102,187,1.8333333333333333,289,,,2021-08-06 03:50:00,2021-08-06 06:55:00
VIAL TERCARIOL Leonardo,Brazil,Handball,12.0,7.0,6.0,8.0,21.0,12.0,168,168,1.0,336,Brazil,DUENAS de GALARZA Jorge,2021-08-06 04:00:00,2021-08-06 06:00:00
VIANNA Giovanni,Brazil,Skateboarding,12.0,7.0,6.0,8.0,21.0,12.0,40,40,1.0,80,,,2021-08-06 04:00:00,2021-08-06 07:00:00
VICAUT Jimmy,France,Athletics,8.0,10.0,12.0,11.0,33.0,10.0,969,1072,1.106295149638803,2041,France,,2021-08-06 05:00:00,2021-08-06 07:00:00
VICENTE Maria,Spain,Athletics,22.0,3.0,8.0,6.0,17.0,17.0,969,1072,1.106295149638803,2041,Spain,,2021-08-06 05:00:00,2021-08-06 07:00:00
VICENTE YUNTA Adrian,Spain,Taekwondo,22.0,3.0,8.0,6.0,17.0,17.0,65,65,1.0,130,,,2021-08-06 15:00:00,2021-08-06 18:15:00
VICINO Giuseppe,Italy,Rowing,10.0,10.0,10.0,20.0,40.0,7.0,257,265,1.0311284046692606,522,,,2021-08-06 15:30:00,2021-08-07 00:00:00
VICTOR Lindon,Grenada,Athletics,86.0,0.0,0.0,1.0,1.0,77.0,969,1072,1.106295149638803,2041,,,2021-08-06 17:30:00,2021-08-06 20:50:00
VIDAURRE KOSSMANN Martin,Chile,Cycling Mountain Bike,,,,,,,38,38,1.0,76,,,2021-08-06 17:30:00,2021-08-06 20:20:00
VIDES Jorge,Brazil,Athletics,12.0,7.0,6.0,8.0,21.0,12.0,969,1072,1.106295149638803,2041,Brazil,,2021-08-06 18:00:00,2021-08-06 20:50:00
VIDIAUX Marcia,Cuba,Artistic Gymnastics,14.0,7.0,3.0,5.0,15.0,18.0,98,98,1.0,196,,,2021-08-06 18:00:00,2021-08-06 19:30:00
VIDOVIC Stefan,Montenegro,Water Polo,,,,,,,122,146,1.1967213114754098,268,Montenegro,GOJKOVIC Vladimir,2021-08-06 18:00:00,2021-08-06 20:40:00
VIDTS Noor,Belgium,Athletics,29.0,3.0,1.0,3.0,7.0,33.0,969,1072,1.106295149638803,2041,Belgium,,2021-08-06 19:30:00,2021-08-06 21:30:00
VIEIRA Ana Carolina,Brazil,Swimming,12.0,7.0,6.0,8.0,21.0,12.0,361,418,1.1578947368421053,779,Brazil,,2021-08-06 20:00:00,2021-08-06 23:00:00
VIEIRA Joao,Portugal,Athletics,56.0,1.0,1.0,2.0,4.0,47.0,969,1072,1.106295149638803,2041,,,2021-08-06 21:30:00,2021-08-06 23:30:00
VIEIRA Samara,Brazil,Handball,12.0,7.0,6.0,8.0,21.0,12.0,168,168,1.0,336,Brazil,DUENAS de GALARZA Jorge,2021-08-06 21:40:00,2021-08-06 23:00:00
VIENS Evelyne,Canada,Football,11.0,7.0,6.0,11.0,24.0,11.0,264,344,1.303030303030303,608,Canada,PRIESTMAN Bev,2021-08-06 22:00:00,2021-08-06 23:55:00
VIERU Denis,Republic of Moldova,Judo,86.0,0.0,0.0,1.0,1.0,77.0,192,201,1.046875,393,,,2021-08-06 22:00:00,2021-08-07 04:35:00
VIGIER Sebastien,France,Cycling Track,8.0,10.0,12.0,11.0,33.0,10.0,90,99,1.1,189,France,,2021-08-06 22:30:00,2021-08-07 04:15:00
VIGNA Laura,Italy,Baseball/Softball,10.0,10.0,10.0,20.0,40.0,7.0,90,144,1.6,234,Italy,PIZZOLINI Federico,2021-08-06 23:00:00,2021-08-07 00:30:00
VIGRASS Graham,Canada,Volleyball,11.0,7.0,6.0,11.0,24.0,11.0,144,144,1.0,288,Canada,HOAG Glenn,2021-08-06 23:20:00,2021-08-07 01:50:00
VIKLUND Therese,Sweden,Equestrian,23.0,3.0,6.0,0.0,9.0,26.0,73,125,1.7123287671232876,198,,,2021-08-06 23:30:00,2021-08-07 02:25:00
VIKSTROM Antti,Finland,Archery,85.0,0.0,0.0,2.0,2.0,66.0,64,64,1.0,128,,,2021-08-07 00:00:00,2021-08-07 02:00:00
VILA Lucas Martin,Argentina,Hockey,72.0,0.0,1.0,2.0,3.0,60.0,192,192,1.0,384,Argentina,RETEGUI Carlos Jose,2021-08-07 00:30:00,2021-08-07 02:20:00
VILAR Lucas,Brazil,Athletics,12.0,7.0,6.0,8.0,21.0,12.0,969,1072,1.106295149638803,2041,Brazil,,2021-08-07 01:00:00,2021-08-07 03:00:00
VILARRUBLA Nuria,Spain,Canoe Slalom,22.0,3.0,8.0,6.0,17.0,17.0,41,41,1.0,82,,,2021-08-07 02:45:00,2021-08-07 06:00:00
VILDOZA Luca,Argentina,Basketball,72.0,0.0,1.0,2.0,3.0,60.0,144,144,1.0,288,Argentina,HERNANDEZ Sergio,2021-08-07 02:50:00,2021-08-07 06:20:00
VILLALBA Virginia Elizabeth,Ecuador,Athletics,38.0,2.0,1.0,0.0,3.0,60.0,969,1072,1.106295149638803,2041,Ecuador,,2021-08-07 03:00:00,2021-08-07 06:30:00
VILLAMAYOR Sergio,Argentina,Modern Pentathlon,72.0,0.0,1.0,2.0,3.0,60.0,36,36,1.0,72,,,2021-08-07 03:00:00,2021-08-07 05:30:00
VILLANUEVA FLORES Claudio Paulino,Ecuador,Athletics,38.0,2.0,1.0,0.0,3.0,60.0,969,1072,1.106295149638803,2041,Ecuador,,2021-08-07 03:30:00,2021-08-07 05:10:00
VILLAR Ivan,Spain,Football,22.0,3.0,8.0,6.0,17.0,17.0,264,344,1.303030303030303,608,Spain,GUERRERO LOPEZ Julen,2021-08-07 04:00:00,2021-08-07 06:30:00
VILLARREAL TUDON Andres Isaac,Mexico,Diving,84.0,0.0,0.0,4.0,4.0,47.0,72,71,0.9861111111111112,143,,,2021-08-07 04:30:00,2021-08-07 07:30:00
VINCENT Davidson,Haiti,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-08-07 05:00:00,2021-08-07 07:30:00
VINCENT Julia,South Africa,Diving,52.0,1.0,2.0,0.0,3.0,60.0,72,71,0.9861111111111112,143,,,2021-08-07 05:15:00,2021-08-07 07:45:00
VINCENT Katie,Canada,Canoe Sprint,11.0,7.0,6.0,11.0,24.0,11.0,123,126,1.024390243902439,249,,,2021-08-07 15:00:00,2021-08-07 17:45:00
VINCENT Nnamdi,Nigeria,Basketball,74.0,0.0,1.0,1.0,2.0,66.0,144,144,1.0,288,Nigeria,SCHILLING April,2021-08-07 17:00:00,2021-08-07 19:00:00
VINCENT Scott,Zimbabwe,Golf,,,,,,,60,60,1.0,120,,,2021-08-07 17:30:00,2021-08-07 20:20:00
VINCENT-LAPOINTE Laurence,Canada,Canoe Sprint,11.0,7.0,6.0,11.0,24.0,11.0,123,126,1.024390243902439,249,,,2021-08-07 18:00:00,2021-08-07 21:15:00
VINESH Vinesh,India,Wrestling,48.0,1.0,2.0,4.0,7.0,33.0,96,193,2.0104166666666665,289,,,2021-08-07 19:00:00,2021-08-07 21:00:00
VINOGRADOVA Natalia,ROC,Shooting,5.0,20.0,28.0,23.0,71.0,3.0,178,178,1.0,356,,,2021-08-07 19:00:00,2021-08-07 20:45:00
VIQUERAT Antoine,France,Swimming,8.0,10.0,12.0,11.0,33.0,10.0,361,418,1.1578947368421053,779,France,,2021-08-07 19:30:00,2021-08-07 22:00:00
VIRBALYTE Brigita,Lithuania,Athletics,77.0,0.0,1.0,0.0,1.0,77.0,969,1072,1.106295149638803,2041,,,2021-08-07 21:30:00,2021-08-08 00:00:00
VISSER Impi,South Africa,Rugby Sevens,52.0,1.0,2.0,0.0,3.0,60.0,146,151,1.0342465753424657,297,South Africa,POWELL Neil,2021-08-07 21:40:00,2021-08-07 23:00:00
VISSER Nadine,Netherlands,Athletics,7.0,10.0,12.0,14.0,36.0,9.0,969,1072,1.106295149638803,2041,Netherlands,,2021-08-07 22:00:00,2021-08-07 23:55:00
VITA Claudine,Germany,Athletics,9.0,10.0,11.0,16.0,37.0,8.0,969,1072,1.106295149638803,2041,Germany,,2021-08-07 23:00:00,2021-08-08 01:30:00
VITALI Michele,Italy,Basketball,10.0,10.0,10.0,20.0,40.0,7.0,144,144,1.0,288,Italy,SACCHETTI Romeo,2021-08-08 00:30:00,2021-08-08 02:20:00
VITITIN Artur,Estonia,Wrestling,59.0,1.0,0.0,1.0,2.0,66.0,96,193,2.0104166666666665,289,,,2021-08-08 04:00:00,2021-08-08 07:00:00
VITORINO de CARVALHO Tabata,Brazil,Athletics,12.0,7.0,6.0,8.0,21.0,12.0,969,1072,1.106295149638803,2041,Brazil,,2021-07-20 17:00:00,2021-07-21 01:00:00
VIVALDI Juan Manuel,Argentina,Hockey,72.0,0.0,1.0,2.0,3.0,60.0,192,192,1.0,384,Argentina,RETEGUI Carlos Jose,2021-07-21 00:30:00,2021-07-21 05:30:00
VIVARELLI Debora,Italy,Table Tennis,10.0,10.0,10.0,20.0,40.0,7.0,86,86,1.0,172,,,2021-07-21 01:00:00,2021-07-21 06:00:00
VIVAS PALACIOS Jorge Luis,Colombia,Boxing,66.0,0.0,4.0,1.0,5.0,42.0,102,187,1.8333333333333333,289,,,2021-07-21 01:30:00,2021-07-21 06:30:00
VIVIANI Elia,Italy,Cycling Track,10.0,10.0,10.0,20.0,40.0,7.0,90,99,1.1,189,Italy,,2021-07-21 17:00:00,2021-07-22 01:00:00
VLACH Martin,Czech Republic,Modern Pentathlon,18.0,4.0,4.0,3.0,11.0,23.0,36,36,1.0,72,,,2021-07-22 00:30:00,2021-07-22 05:30:00
VLACHOPOULOS Angelos,Greece,Water Polo,36.0,2.0,1.0,1.0,4.0,47.0,122,146,1.1967213114754098,268,Greece,VLACHOS Theodoros,2021-07-22 01:00:00,2021-07-22 06:00:00
